index,Text
00240,تقدر تعمله هتعمله بس أهم حاجة تقنع نفسك تبقى مقتنع ان أنت هتعمله وهقول كلمة وللأسف
00241,هيبان كأني مغرور بس عمري في حياتي ما عوزت حاجة عمري في حياتي ما عوزت حاجة وما عملتهاش
00242,عمري ما عوزت حاجة في حياتي ما عملتهاش عارف إنها ممكن تبقى شكلها غرور بس بجد أنا مقتنع إن أي حد عايز حاجة هيعملها
00243,لدرجة ان حد من صحابي عزيزة عليا جدا قالتلي أه ممكن تبقى عايز حاجة تعملها ده أكيد
00244,بس ممكن تكون الحاجة اللي أنت محتاجها ماتعرفش تعملها يعني اللي أنت محتاجه ممكن ما تتحكمش فيه لكن اللي أنت عايزه بتتحكم فيه مفيش
00245,يعني أنت بتشوف كل حاجة أهم حاجة متغيرش مسارك ما بتجنحش من
00246,الهدف بتاعك لو ما جنحتش منه هتعمله هتعمله بس تحط له مراحل وتتعلم ازاي تقيس
00247,ان إنت وصلت لحتة كويسة ولا لأ كل شوية تقيس وصلت لحتة كويسة ولا لأ يعني
00248,بالظبط القياس مهم جدا لو أنا رايح من القاهرة لاسكندرية دول  كيلو لو أنا شايف إن بعد ربع ساعة
00249,بقوا من  بقوا  يبقى أنا ماشي كويس لو أنا ماشي بعد نص ساعة كمان بقوا  يبقى أنا ماشي كويس
00250,لو أنا ماشي بعد  دقيقة  بقوا  يبقى أنا ماشي غلط  طبعا
00251,لو أنا بعد  دقيقة مشيت إن أنا قلوا خمسة كيلو بس يبقى أنا ماشي بالراحة لو أنا
00252,بعد  دقيقة بقوا  كيلو يبقى أنا ماشي بسرعة أوي ممكن أعمل حادثة فلازم تبقى تتعلم من الأول ازاي تقيس
00253,الطريق بتاعك للهدف لو عرفت الطريق بتاعك للهدف وعرفت تقيسه ازاي
00254,خلصت بجد خلصت مهما حصل خلصت وحتى لو أنت مش شايفه بالظبط
00255,هتوصل زي ستيف جوبز بيقول بتعمل كل حاجة صح
00256,توصلك للهدف وبعد كده هتكتشف ان أنت بتوصل النقط ببعض بعدين
00257,الخطوط ما بتتجمعش وأنت ماشي الخطوط بتتجمع لما بتبص لها أو بعد ما توصل
00258,لجزء أو مرحلة من المشوار بتبص وراء اه اه ده أنا جمعت حبة نقط
00259,هيتجمعوا مع بعض هتوصل للهدف بتاعك هتوصله مهما بقولك هتوصله هتوصله ازاي نجحت في تأسيس شركة ملاحة من الصفر
00260,مش علم صواريخ ده حاجة هتعملها ومش محتاجة أي حاجة خالص غير مثابرة
00261,وتبقى ما بتجنحش من الهدف بتاعك المهم عملت الشركة دي عملت شركة تانية بتاعة تصدير أغذية
00262,وبعدين روحت البيزنس التالت اللي هو سنة 
00263, خدت إجازة تاني
00264,و كانت سنة إجازة جميلة كنت ذهني صافي وبتاع وبعدين جيت الوضع السياسي في مصر ما كانش قد
00265,ما كانتش على هوايا فمشيت وزي ما قولنا روحت
00266,شوية بلدين وبعدين روحت الإمارات بدأت في الإمارات
00267,في مجال النقل البحري وبعدين كانت صعبة أوي المجال دي
00268,لأنه المجال ده تحتاج رأس مال ضخم  لازم تحط فلوس كتير أوي  المليار دولار دي يعني المليار دولار دي
00269,بسم الله الرحمن الرحيم يعني أنت حاجة حاجة تضحك فأنت رايح تعمل ايه في وسط الغيلان دول
00270,فبدأت عملت التيم الصغيرين اللي أنا قلتلك عليه وبدأنا قلنا والله أحنا عايزين نغير السوق
00271,أحنا مش هنبيع مراكب مش هنأجر مركب تجيب مركب ونأجرها لا أحنا هنعمل حلول لوجيستية عملنا كذا حل
00272,لتغيير السوق من ضمن الحلول اللي عملناها يعني مش عايز أخش في تفاصيل تقنية
00273,بس كان الناس كلها مثلا تيجي شركة زي
00274,شركة إكس عايزة تأجر مركب فبتأجر مركب مثلا ب آلاف دولار في اليوم لمدة سنة
00275,لمدة خمس سنين لمدة أيا كان المدة وتنقل عليها البضاعة بتاعتها عشان توصلها من مكان لمكان وتنقل
00276,تبقى عندها استخدام محدد للمركب فطبعا الاستفادة بتاعة المركب دي مش ممكن تزيد عن 
00277, اوكي  خلاص لأنهم بيعبوا عليها مثلا بيعبي عليها حاجة مثلا زيت الديزل بيعبي عليها منتج معين ويوصله
00278,لمكان البريمة او مكان الجزيرة او كذا فأحنا عملنا أول حل عملناه وقلنا لا
00279,أحنا مش هنعمل الكلام ده هنأجر مراكب عادية بس هنعمل حلول
00280,تانية هنروح نتعاقد مثلا مع   واحد وهنعمل زي
00281,أتوبيس هيروح الجزيرة دي يوم الاتنين هيروح دي يوم الأربع هيروح دي يوم الخميس يوم السبت هيروح مش عارف ايه هيروح البريمة الفلانية
00282,وعملنا حلول لوجيستية طبعا خسرنا كمية فلوس غير طبيعية قعدنا نحرق في فلوس غير طبيعية لأنه المركب دي طالعة
00283,مفيش عميل لغاية أما جمعنا   عميل على مثلا مثلا   عميل في القائمة بتاعتنا فبقت المراكب بتاعتنا مشغولة
00284,والمركب اللي المفروض بتطلع مثلا عشرة دولار بقت بتطلع معانا  ألف دولار اوكي وبقيت مش مستعمل  بس بقيت مستعمل أكتر
00285,بقيت بستعمل  والعميل مبسوط لأن العميل اللي كان بيدفع  آلاف دولار و  آلاف ديزل
00286,بقى بيدفعله مثلا   آلاف دولار فبقى العميل مبسوط جدا وبقى عنده الخدمة دي
00287,ومبقاش شايل هم حاجة خالص وأحنا كنا الحل اللوجستي ما كنتش بتنافس مع حد ما كنتش بنافس حد
00288,ما كنتش بنافس المنافسين ما كنتش دخلت المنافسة المنافسين لا خالص أنا كنت بنافس قسم اللوجستيات بتاعة الشركة جواها
00289,اللي هو ما لهمش لازمة لو أنا موجود أنا بحللك المشكلة بتاعة الشركة عندك جوة بدل ما تجيب ناس وفريق
00290,وتأجر مركب غالية وبتاع أنا هأجرلك الكلام ده كله وهبقى عندي الفريق بتاعي أنت مجرد تديني تعليمات أنا عايز أوصل البضاعة
00291,للحتة الفلانية وخلاص وبقى هنا أعبي ده ميه وأعبي ده ديزل وأعبي ده براين وأعبي ده
00292,بنتونيت و أحط ده بضاعة و ده أديله جزء فبتجمع مع بعضها في الآخر
00293,أكتر من تمن المركب بكتير بقى نموذج جيد جدا جدا حرق بعض الفلوس في البداية
00294,وبعد كده بقى نموذج جيد جدا و ناجح الحمد لله وده من الشباب الصغيرين اختراعات بقى عمالين بيخترعوا كل يوم ويكلموا ده ويكلموا ده
00295,وقعدوا وجابوا النموذج و بقى ناجح جدا والحمد لله يا رب مكمل لغاية النهاردة
00296,وبقى ملاك المراكب بقوا بيدونا مراكبهم عشان نشغلها لهم لأن العميل بقى كسلان قالك يا نهار أبيض أنا هدفع  ألف دولار
00297, طب أنا عندي حاجة بتديني  دولار  ونموذج العمل بتاعك شغال ف ليه لا فالنموذج بتاعنا كان الشباب بقى بدأوا يعرفوه ويعملوه بقى عندهم قائمة بالعملاء
00298,فكان في ع إن هو يعمل نفس الحاجة فاللي هيعمله هيكلف فلوس ويحرق كاش كتير على الفاضي
00299,فبقوا يدولنا المراكب و دي كانت غلطة عمرهم بدأوا يدولنا مراكب بدأوا يدولنا مراكب فبقينا أحنا متحكمين تجاريا
